post_id,content
185,"Nếu gu bạn là những anh thám tử sở hữu trí tuệ thiên tài nhưng tính tính tình kiêu ngạo, hay thích đâm chọt xíu cho đời nó vui như Sherlock thì đây, Đài ship ngay cho bạn thanh tra Carl Morck trong phim Dept.Q đang hot trên Netflix.  Trở lại với chất trinh thám đen tối và sắc sảo của Anh, Dept.Q sẽ là một món ăn độc đáo cho các fan của dòng phim phá án. Phim do đạo diễn nổi tiếng Scott Frank (The Queen's Gambit, Logan) cầm trịch, lần này ông hợp tác cùng nữ biên kịch Chandni Lakhani từng làm nên tên tuổi với series trinh thám Dublin Murder.   Sống sót sau một nổ 🔫, thanh tra Carl Morck trở lại với sở cảnh sát Anh không chỉ phải chiến đấu với lũ tội phạm mà còn phải chống chọi với căn bệnh tr-ầm c(ả)m sau sang chấn. Tuy nhiên Carl không được lòng đồng nghiệp vì miệng lưỡi xéo xắt, hay mỉa mai người khác. Lại thêm hội chứng thiên tài nên anh không hợp tác nổi với ai vì thấy ai cũng kém cỏi.   Carl Morck được giao nhiệm vụ thành lập Phòng Q, một đơn vị điều tra các vụ án cũ đang rơi vào bế tắc. Đội được cấp cho một căn hầm ẩm mốc từng là nhà tắm cũ với những bệ xí mốc meo để làm “căn cứ địa”. Carl Morck còn được sếp “tặng kèm” những cấp dưới đặc biệt: Akram Salim -một cựu cảnh sát người Syria bí ẩn, Rose Dickson- một nữ trợ lý điều tra gặp rắc rối với căn bệnh tâm lý đang chật vật tìm cơ hội chứng tỏ mình.   Vụ án đầu tiên mà đội chọn giải quyết là vụ mất tích bí ẩn của nữ công tố viên Merritt Lingard. Trong chuyến đi du lịch với người em trai tật nguyền, cô biến mất không dấu vết, Suốt 4 năm tìm kiếm, cảnh sát vẫn không tim ra tung tích của cô. Vì Merritt nổi tiếng với sự tàn nhẫn, không khoan nhượng nên cô có rất nhiều kẻ th-ù muốn xử lý mình.  Lần tìm theo những đầu mối còn sót lại, trở về quê cũ khám phá tuổi thiếu niên cùng những rắc rối trong gia đình của nạn nhân, Carl và đội điều tra rơi vào một mê cung với rất nhiều kẻ tình nghi và giả thuyết. Những bí mật đen tối lần lượt được lật mở và có thể bạn sẽ đoán ra thủ phạm là ai nhưng kịch bản sắc sảo, lôi cuốn của Dept Q vẫn có nhiều bất ngờ dành cho bạn.  Sự kịch tính và khó đoán của phim được nhân đôi khi lồng ghép hai vụ án chưa được giải quyết vào cùng một câu chuyện. Vụ án thanh tra Carl Morck bị b.ắn khi đang điều tra hiện trường một vụ 🔪 người và vụ án nữ công tố viên mất tích anh được giao sau khi trở lại nhiệm sở. Hai vụ án được điều tra song song với nhau, khiến khán giả càng thêm tò mò và không thể rời mắt sau mỗi tập phim.   Dept Q được đánh giá cao với số điểm 8,3/10 trên IMDB. Một bộ phim tâm lý tội phạm đậm chất Anh xứng đáng được biết đến nhiều hơn nữa bởi màn kết hợp tuyệt vời của diễn xuất ấn tượng của dàn diễn viên, những câu thoại dí dỏm thông minh và sắc sảo, kịch bản xuất sắc đan xen khéo léo giữa các câu chuyện của các nhân vật, sự hồi hộp tăng dần và cái kết gay cấn khiến bạn phải đoán già đoán non cho đến phút cuối."
186,"Phương Mỹ Chi bả ""tâm sự"" um sùm ở bển kìa ☺️"
187,"Em Xinh Lamoon ngẫu hứng hát chay câu hát được viết theo âm giai ngũ cung, cũng do chính Lamoon chấp bút trong 'Cầm Kỳ Thi Hoạ'"
188,BẰNG CHỨNG: Không phải lúc nào Jexxica Thanh Tú cũng ngủ 🤗
189,"SÂN KHẤU CHUNG KẾT HOA HẬU VIỆT NAM BUỘC PHẢI THÁO DỠ DO TÌNH HÌNH MƯA LŨ Ở HUẾ   (Ảnh: Galaxy Queen, Hiệp Huế)"
190,"🔥 HOT: MONO chuẩn bị flex trình 13 năm chơi Liên Minh Huyền Thoại tại SHOWMATCH – HOA LINH KỲ NGỘ.   Thì ra việc MONO tranh thủ ""chơi game"" trong lúc làm nhạc không có gì tự dưng cả 🫣  Tháng 6 này, MONO chính thức lấn sân Thể thao điện tử, hợp tác cùng Liên Minh Huyền Thoại với sự kiện tâm điểm mang tên SHOWMATCH – HOA LINH KỲ NGỘ. Ta nói ""fan cứng"" LMHT là phải cỡ này mới được.  Trước đó, nam ca sĩ triển vọng của showbiz cũng từng hé lộ khoảnh khắc ""giải lao"" cùng LMHT trong lúc làm nhạc, thậm chí MONO cũng nhiều lần múa phím cùng vị tướng Yasuo khiến cộng đồng LMHT Việt Nam không khỏi bất ngờ và thích thú. Và ngày 13.06 này, MONO sẽ có màn debut với vai trò ""game thủ"", kết hợp cùng những anh tài đình đám của LMHT như GAM.Levi, TSW.Taki hay xạ thủ người Việt duy nhất tại LCK - DRX.Lazyfeel để hứa hẹn mang tới vô vàn highlight mãn nhãn cho mọi người.  Trận đấu SHOWMATCH - HOA LINH KỲ NGỘ sẽ diễn ra vào 20h00, ngày 13.06.2025. Cùng xem ""tuyển thủ"" MONO sẽ tạo nên những bất ngờ gì nhé cả nhà!"
191,"Thiết kế Typography ""Việt Nam"" đầy sáng tạo và mang tính biểu tượng của tác giả Nguyễn Bảo Huy  Điểm độc đáo của tác phẩm nằm ở cách chữ ""Việt"" được cách điệu tinh xảo, phản chiếu qua mặt nước để tạo thành chữ ""Nam"", khéo léo ghép lại thành tên ""Việt Nam"" hoàn chỉnh.   Thiết kế còn được nhấn nhá bằng hình ảnh đầm sen bao quanh, loài hoa biểu tượng cho văn hóa và vẻ đẹp thuần khiết của đất nước Việt Nam, mang đến một tác phẩm vừa nghệ thuật vừa giàu ý nghĩa."
192,"Lên ga lên số thôi các anh em 79 & 43 ơii!  Combo chơi game cực đã ban ngày - tối đến quẩy nhạc cực sung - quà tặng ê hề thì khối nghỉ hè sao mà ngồi yên được!  Còn một ""sit rịt"" ở Đà Nẵng là ai vậy taaa 🤭  🔥 SỰ KIỆN VÀO CỬA MIỄN PHÍ 🎫  📍Nha Trang: 07-22/06 tại Biển Hòn Chồng​ (Đêm nhạc 22/06) 📍Đà Nẵng: 28/06-13/07 tại công viên Biển Đông cùng “sít rịt” đặc biệt chỉ có tại Đại nhạc hội đêm 29/06.  #SpriteVN #Lehoibien #CoolThuThiet #LehoibienCoolThuThiet"
193,"Văn Mai Hương chia sẻ trên story: ""Rất xin lỗi mọi người trong việc chưa kiểm duyệt kĩ càng hình ảnh để hiển thị trên kênh Instagram của Hương.  Bàn thân Hương cùng ekip sau khi nhận thấy một hình ảnh không phù hợp đã ngay lập tức xóa bỏ và xin chân thành nhận lỗi, rút kinh nghiệm  Qua sự việc này, Hương cùng ekip xin hứa sẽ kiểm duyệt kĩ càng hơn về phần hình ảnh hiền thị trên các trang cá nhân. Một lần nữa xin chân thành nhận sai sót và cảm ơn mọi người rất nhiều.  Xin được dập đầu xin lỗi vì sự ngu ngốc nhất thời này!"""
194,"""Sống ở Hội An mấy chục năm, lần đầu tôi thấy ngập giữa mùa hè"" 😥  Chiều 12/6, tại Hội An đã xảy ra tình trạng ngập lụt nghiêm trọng khi mưa lớn do ảnh hưởng của bão số 1 (Wutip) kết hợp với việc thủy điện điều tiết xả lũ. Nước sông Hoài dâng cao, khiến nhiều tuyến đường ven sông chìm sâu hơn 0,5m. Gây ảnh hưởng đáng kể đến hoạt động kinh doanh và sinh hoạt của người dân trong mùa du lịch cao điểm.   Ông Trần Văn Xung (79 tuổi, trú đường Bạch Đằng) chia sẻ: ""Sống ở đây mấy chục năm, tôi quen với cảnh ngập mỗi mùa mưa, nhưng ngập giữa mùa hè thì đây là lần đầu. Thời điểm này đáng lẽ phố xá đông đúc, nay lại vắng vẻ, hàng quán đóng cửa"".  Ngoài ra, theo báo cáo nhanh đến 10h sáng nay (13/6), tình hình ngập lụt tại nhiều xã diễn biến phức tạp. Riêng tại xã Đại Hưng, hơn 300 ngôi nhà thuộc các thôn Đại Mỹ, Thạnh Đại, Thái Chấn Sơn và Trúc Hà đã bị ngập sâu dưới 1 mét."
195,"Hậu ""cơn sốt"" solo concert, SOOBIN tiến thẳng đến vị trí Nghệ sĩ No.1 BXH ngày và tuần của Spotify Vietnam.  Đồng thời, loạt hit cũ như ""Tháng Năm"", ""Xin Đừng Lặng Im"",... bất ngờ lội ngược dòng trên Billboard VN Top 100 - minh chứng cho dư âm mạnh mẽ của ALL-ROUNDER để lại cho khán giả.    Top 1 câu hỏi bây giờ là: ALL-ROUNDER Day 3 diễn ra khi nào? 🗣️"
196,"Bản đồ 34 tỉnh, thành phố trên cả nước từ ngày 12/6/2025 🇻🇳  Ảnh: Báo Nhân Dân"
197,"Em ""Bé"" Xinh Tiên Tiên có một đề xuất và xin hậu tạ hai trăm ka ☺️"
198,Khoảnh khắc cầu hôn đầy ngọt ngào của cặp đôi Ter Chantavit & Mai Davika sau 7 năm bên nhau 💍💕
199,"Anh em mình cứ thế thôi hẹ hẹ  Video: Tăng Duy Tân, 7Dnight, Rio, Tiêu Minh Phụng"
200,"MỘT PHỤ NỮ TRUNG QUỐC BỊ BẮT VÌ CỐ GẮNG ĐỘT NHẬP VÀO NHÀ JUNGKOOK (BTS)  Vụ việc xảy ra vào khoảng 11h20 đêm 11/6, một phụ nữ Trung Quốc khoảng 30 tuổi đã bị cảnh sát Yongsan, Seoul bắt giữ vì cáo buộc cố ý xâm nhập chỗ ở, nhiều lần nhập mật khẩu cửa chính tại nhà riêng của Jungkook (BTS). Sau khi anh vừa xuất ngũ với cấp bậc trung sĩ.  Cảnh sát đã tiến hành bắt giữ tại hiện trường sau khi nhận được báo cáo. Theo xác minh ban đầu, người phụ nữ này khai nhận đến Hàn Quốc với mục đích gặp Jungkook. Đồn cảnh sát Yongsan đang tiếp tục điều tra làm rõ chi tiết vụ việc."
201,Cô bé ấy tin tưởng cháu quá ha 🤣  Video: Vie Channel.
202,"Khi bạn đã sống ở Hà Nội đủ lâu để biết khi nào nên đi tiếp, khi nào nên dừng lại… ở Trạm Tươi Mát TEA+ để tận hưởng combo “mát -vui-đã""  #TraOLongXanh #TeaPlus #MoOLongXanhMoTuoiMat #TramTuoiMat"
203,"MAI DAVIKA VÀ TER CHANTAVIT: HÀNH TRÌNH 7 NĂM VÀ TIN VUI ĐÍNH HÔN ❤️  Mai Davika Hoorne và Ter Chantavit Dhanasevi là một trong những cặp đôi được yêu mến nhất Thái Lan, nổi tiếng với tình cảm chân thành và sự hỗ trợ không ngừng nghỉ. Chuyện tình của họ đã nảy nở từ mối quan hệ đồng nghiệp thành một tình yêu sâu sắc, vượt qua mọi định kiến.  Mối quan hệ của cả hai bắt đầu sau khi họ hợp tác trong bộ phim truyền hình ăn khách năm 2017 ""Chai Mai Jing Ying Tae"" (Em Là Nàng Lọ Lem). Dù ban đầu chỉ là công việc, phản ứng hóa học bùng nổ trên màn ảnh đã nhanh chóng lan tỏa ra ngoài đời. Người hâm mộ tinh ý nhận ra sự gần gũi của họ khi cả hai thường xuyên xuất hiện cùng nhau, làm dấy lên những đồn đoán về chuyện tình chớm nở.  Đầu năm 2018, Ter Chantavit, với tính cách duyên dáng và tài năng, đã chính thức xác nhận mối quan hệ, mang đến niềm hân hoan cho người hâm mộ. Anh công khai bày tỏ sự ngưỡng mộ Mai, còn ""ma nữ đẹp nhất Thái Lan"" cũng đáp lại bằng sự trân trọng và những lời ấm áp.  Hành trình tình yêu của Mai và Ter không hoàn toàn trải hoa hồng. Khi công khai, Mai Davika từng đối mặt với những ý kiến trái chiều từ dư luận do tin đồn trong quá khứ, khiến một số người hâm mộ Ter cho rằng cô không xứng đáng. Tuy nhiên, cả hai đã chứng minh tình yêu bằng sự chân thành và luôn ủng hộ lẫn nhau. Ter luôn là người bạn trai tâm lý, chín chắn, sẵn sàng bảo vệ Mai trước mọi lời chỉ trích, thể hiện tình yêu không vụ lợi.  Sự kiên định và tình yêu này đã dần thay đổi cái nhìn của công chúng, biến họ thành cặp đôi được yêu mến và ngưỡng mộ nhất nhì showbiz Thái.  Điều đặc biệt trong mối quan hệ của họ là sự tôn trọng và thấu hiểu. Họ luôn cổ vũ nhau trong sự nghiệp, chia sẻ niềm vui và nỗi buồn. Dù khá kín tiếng về đời tư, những khoảnh khắc họ chia sẻ cho thấy một nền tảng vững chắc của sự tin tưởng, hài hước và các giá trị chung.  Và vào tối nay, ngày 11/6/2025, sau hơn 7 năm gắn bó mặn nồng, làng giải trí Thái Lan đã vỡ òa trong niềm vui khi cặp đôi vàng Ter Chantavit Dhanasevi và Mai Davika Hoorne chính thức thông báo đính hôn."
204,"CỘNG ĐỒNG BLINK ""MỞ TIỆC"" KỶ NIỆM BLACKPINK TRÒN 1000 NGÀY KHÔNG COMEBACK 🥲"
205,"Năng suất như V (BTS): Vừa xuất ngũ, anh đã ""nhập cuộc"" ngay vào dance challenge cùng biên đạo Leejung Lee."
206,"Jessica Thanh Tú đang cảm thấy bức xúc trước những lời lẽ làm 'hạ uy tín' nhắm vào anh, xuất phát từ bài đăng của Lam Anh Tran 🥲"
207,"Ngày 11/6, tỷ phú công nghệ Elon Musk bất ngờ lên tiếng thừa nhận ông “hối tiếc” vì một số bài đăng trên mạng xã hội nhắm vào Tổng thống Donald Trump - người từng là đồng minh thân cận - trong bối cảnh tranh cãi gay gắt giữa hai nhân vật quyền lực này vẫn chưa có dấu hiệu hạ nhiệt.  Cuộc khẩu chiến công khai đã chấm dứt mối quan hệ đối tác từng đưa ông Trump trở lại Nhà Trắng và Musk trở thành người dẫn dắt Bộ Hiệu quả Chính phủ (DOGE) - cơ quan chủ lực trong chiến dịch cắt giảm ngân sách của chính quyền Trump nhiệm kỳ hai. Đồng thời, nó cũng làm dấy lên lo ngại trên thị trường về triển vọng kinh doanh của hai đế chế công nghệ do Musk sáng lập: Tesla và SpaceX.  “Tôi hối tiếc về một số bài viết liên quan đến Tổng thống @realDonaldTrump tuần trước. Tôi đã đi quá giới hạn”, Musk viết trên mạng xã hội X - nền tảng do chính ông sở hữu, theo CNBC.  ("
208,"💪 HÀNH TRÌNH CHUYỂN MÌNH CỦA CHÂU BÙI: 6 NĂM ÂM NHẠC THẦM LẶNG.  Sau hơn một thập kỷ là biểu tượng fashionista và vlogger, Châu Bùi gây bất ngờ lớn khi tiết lộ cô đã âm thầm rèn luyện âm nhạc và vũ đạo suốt gần 6 năm để chuẩn bị cho màn ra mắt tại chương trình thực tế ""Em Xinh Say Hi"". Quyết định này không chỉ đánh dấu một bước ngoặt lớn trong sự nghiệp mà còn thể hiện quyết tâm nghiêm túc theo đuổi đam mê ca hát.  Châu Bùi chia sẻ rằng việc cô ít xuất hiện trên vlog thời gian gần đây là do cảm thấy bản thân không có gì mới mẻ để chia sẻ. Tuy nhiên, cơ hội tham gia ""Em Xinh Say Hi"" đã trở thành động lực mạnh mẽ để cô trở lại với chuỗi vlog, hứa hẹn mang đến nhiều câu chuyện chưa kể về hành trình đầy nỗ lực này.  Ít ai biết, khi đang ở đỉnh cao sự nghiệp thời trang, Châu Bùi đã bắt đầu học luyện thanh, học đàn và tìm hiểu sâu hơn về âm nhạc từ những phản hồi về giọng nói của mình. Điều này nhanh chóng biến thành một niềm đam mê lớn, mang lại cho cô niềm hạnh phúc và sự bình yên. Để phục vụ cho đam mê này, cô thậm chí đã đầu tư xây dựng một studio riêng tại nhà, bao gồm phòng gương để tập nhảy và phòng thu âm, cho thấy sự nghiêm túc tuyệt đối.  Con đường đến với âm nhạc của Châu Bùi không hề dễ dàng. Cô đối mặt với nhiều khó khăn, từ việc các thầy cô không tin tưởng vào sự nghiêm túc của mình cho đến những lời góp ý tiêu cực từ bạn bè, người thân. ""Ai cũng cho mình một ánh mắt nghi ngờ,"" cô chia sẻ, nhưng chính sự tin tưởng và động viên từ những người thầy cô đã giúp cô vượt qua. Họ nhìn thấy tiềm năng và thúc đẩy cô không ngừng cố gắng, trở thành chỗ dựa vững chắc cho hành trình đầy thử thách này.  Giờ đây, khi tự tin đứng trên sân khấu ""Em Xinh Say Hi"", Châu Bùi cảm nhận được sự tự hào từ những người xung quanh. Dù từng chia sẻ rằng không cần sự công nhận, cô muốn khán giả hiểu và tin tưởng vào hành trình của mình. Với cam kết ""làm 1000% cho nó,"" Châu Bùi hứa hẹn sẽ mang đến những màn trình diễn chất lượng, không làm người hâm mộ thất vọng, và mong muốn kết nối sâu sắc hơn với khán giả qua âm nhạc. Hành trình tại ""Em Xinh Say Hi"" chỉ là khởi đầu cho một chương mới đầy hứa hẹn trong sự nghiệp của Châu Bùi."
209,"Mãi là em bé của các anh, V và Wooga Squad tái hiện khoảnh khắc đáng nhớ từ năm 2023 với năm 2025."
210,"Theo tin từ Edaily, ngày 11/6 Tòa án Trung tâm Seoul đã bác bỏ đơn kháng cáo của Viện GaroSero vào ngày 10/6. Đơn kháng cáo này liên quan đến lệnh cấm tạm thời được ban hành trước đó, nhằm ngăn chặn hành vi vi phạm Luật xử phạt hành vi theo dõi (Stalking) của GaroSero.  Trước đó, tòa án đã ra lệnh cấm tạm thời đối với GaroSero, yêu cầu chấm dứt việc theo dõi nam diễn viên Kim Soo Hyun. Viện GaroSero đã không chấp nhận phán quyết này và đệ đơn kháng cáo, tuy nhiên, đơn kháng cáo đã bị bác bỏ."
211,"Mang Mẹ Đi Bỏ chính thức hé lộ poster đầu tiên – ngập tràn tình thân và cảm xúc ❗️  Một người mẹ lạc trong ký ức chính mình. Một nhóm bạn không m(á)u mủ nhưng gắn bó như ruột thịt. Một hành trình nhiều nước mắt hơn nụ cười – nhưng vẫn đầy yêu thương.  Poster không chỉ là hình ảnh, mà là lời hứa cho một bộ phim sẽ chạm vào những điều sâu kín nhất trong mỗi chúng ta.  🎬 Mang Mẹ Đi Bỏ – Dự kiến khởi chiếu 01.08.2025 #MangMeDiBo"
212,6/7 thành viên BTS đã hoàn thành nghĩa vụ quân sự 🫡💜
213,Jexxica Thanh Tú và “bông hoa nhài” duy nhất trong lòng ảnh 🤗  Ảnh: Kiệt Trần
214,Bộ ảnh với nhan sắc “ngọt như kẹo” của Hoa hậu Quốc Tế Thanh Thuỷ vừa được đăng tải ☺️💓
215,Dàn rapper sở hữu nón vàng của chương trình Rap Việt cùng góp giọng trong album 'Đôi Chân Đi' của Ricky Star. Cụ thể:  Ricky Star 🧢 5 nón vàng Seachains 🧢 3 nón vàng  Hustlang Robber 🧢 2 nón vàng Blacka🧢 2 nón vàng Sol7 🧢 2 nón vàng Lăng LD 🧢 1 nón vàng Saabirose 🧢 1 nón vàng
