post_id,content,comment_ids,label_from_content
35,Anh 7 khoe 1 cúp Nations League và 4 quả bóng vàng 🐧,"post_35_cmt_1,post_35_cmt_2,post_35_cmt_3,post_35_cmt_4,post_35_cmt_5,post_35_cmt_6,post_35_cmt_7,post_35_cmt_8,post_35_cmt_9,post_35_cmt_10,post_35_cmt_11,post_35_cmt_12,post_35_cmt_13,post_35_cmt_14,post_35_cmt_15",Thể thao
36,Trong khi cả đội Tây Ban Nha ở lại vỗ tay cho đội vô địch thì Lamine Yamal bỏ vào đường hầm...,"post_36_cmt_1,post_36_cmt_2,post_36_cmt_3,post_36_cmt_4,post_36_cmt_5,post_36_cmt_6,post_36_cmt_7,post_36_cmt_8,post_36_cmt_9,post_36_cmt_10,post_36_cmt_11,post_36_cmt_12,post_36_cmt_13,post_36_cmt_14,post_36_cmt_15,post_36_cmt_16,post_36_cmt_17,post_36_cmt_18,post_36_cmt_19,post_36_cmt_20,post_36_cmt_21,post_36_cmt_22,post_36_cmt_23,post_36_cmt_24,post_36_cmt_25,post_36_cmt_26,post_36_cmt_27,post_36_cmt_28,post_36_cmt_29,post_36_cmt_30,post_36_cmt_31,post_36_cmt_32,post_36_cmt_33,post_36_cmt_34,post_36_cmt_35,post_36_cmt_36,post_36_cmt_37,post_36_cmt_38,post_36_cmt_39,post_36_cmt_40,post_36_cmt_41,post_36_cmt_42,post_36_cmt_43,post_36_cmt_44,post_36_cmt_45,post_36_cmt_46,post_36_cmt_47,post_36_cmt_48,post_36_cmt_49,post_36_cmt_50",Thể thao
37,"Franck Ribery đã có mặt trên khán đài để theo dõi trận Chung kết Nations League.  Sau khi CR7 ghi bàn, Ribery đã bị CĐV Bồ Đào Nha cà khịa đến mức phải rời đi. 😅","post_37_cmt_1,post_37_cmt_2,post_37_cmt_3,post_37_cmt_4,post_37_cmt_5,post_37_cmt_6,post_37_cmt_7,post_37_cmt_8,post_37_cmt_9,post_37_cmt_10,post_37_cmt_11,post_37_cmt_12,post_37_cmt_13",Thể thao
38,Cảm ơn Nuno Mendes đã giúp Yamal tìm được bố 🐧,"post_38_cmt_1,post_38_cmt_2,post_38_cmt_3,post_38_cmt_4,post_38_cmt_5,post_38_cmt_6,post_38_cmt_7,post_38_cmt_8,post_38_cmt_9,post_38_cmt_10,post_38_cmt_11,post_38_cmt_12,post_38_cmt_13,post_38_cmt_14,post_38_cmt_15,post_38_cmt_16,post_38_cmt_17,post_38_cmt_18,post_38_cmt_19,post_38_cmt_20,post_38_cmt_21,post_38_cmt_22,post_38_cmt_23,post_38_cmt_24,post_38_cmt_25,post_38_cmt_26,post_38_cmt_27,post_38_cmt_28,post_38_cmt_29,post_38_cmt_30,post_38_cmt_31,post_38_cmt_32,post_38_cmt_33,post_38_cmt_34,post_38_cmt_35,post_38_cmt_36,post_38_cmt_37,post_38_cmt_38,post_38_cmt_39,post_38_cmt_40,post_38_cmt_41,post_38_cmt_42,post_38_cmt_43,post_38_cmt_44,post_38_cmt_45,post_38_cmt_46,post_38_cmt_47,post_38_cmt_48,post_38_cmt_49,post_38_cmt_50",Thể thao
39,Niềm hạnh phúc của Ronaldo sau khi giúp Bồ Đào Nha giành chiếc cúp thứ 3 ❤️  Anh 7 đã khóc 🥹,"post_39_cmt_1,post_39_cmt_2,post_39_cmt_3,post_39_cmt_5,post_39_cmt_6,post_39_cmt_7,post_39_cmt_8,post_39_cmt_9,post_39_cmt_10,post_39_cmt_11,post_39_cmt_12,post_39_cmt_13,post_39_cmt_14,post_39_cmt_15,post_39_cmt_16",Tin tức xã hội
40,CR7 không dám xem loạt sút luân lưu,"post_40_cmt_1,post_40_cmt_2,post_40_cmt_3,post_40_cmt_4,post_40_cmt_5,post_40_cmt_6,post_40_cmt_7,post_40_cmt_8,post_40_cmt_9,post_40_cmt_10,post_40_cmt_11,post_40_cmt_12,post_40_cmt_13,post_40_cmt_14,post_40_cmt_15,post_40_cmt_16,post_40_cmt_17,post_40_cmt_18,post_40_cmt_19,post_40_cmt_20,post_40_cmt_21,post_40_cmt_22,post_40_cmt_23,post_40_cmt_24,post_40_cmt_25,post_40_cmt_26,post_40_cmt_27,post_40_cmt_28,post_40_cmt_29",Tin tức xã hội
41,SIUUUUUUUUUUUUUUUU  Ai đòi thay anh ra???,"post_41_cmt_1,post_41_cmt_3,post_41_cmt_4,post_41_cmt_5,post_41_cmt_6,post_41_cmt_7,post_41_cmt_9,post_41_cmt_10,post_41_cmt_11,post_41_cmt_12,post_41_cmt_13,post_41_cmt_14,post_41_cmt_15,post_41_cmt_16,post_41_cmt_17,post_41_cmt_18,post_41_cmt_19,post_41_cmt_20,post_41_cmt_21,post_41_cmt_22,post_41_cmt_23,post_41_cmt_24,post_41_cmt_25,post_41_cmt_26,post_41_cmt_27,post_41_cmt_28,post_41_cmt_29,post_41_cmt_30,post_41_cmt_31,post_41_cmt_32,post_41_cmt_33,post_41_cmt_34,post_41_cmt_35,post_41_cmt_36,post_41_cmt_37,post_41_cmt_38,post_41_cmt_39,post_41_cmt_40",Tin tức xã hội
42,2-1 cho TBN,"post_42_cmt_1,post_42_cmt_2,post_42_cmt_3,post_42_cmt_4,post_42_cmt_5,post_42_cmt_6,post_42_cmt_7,post_42_cmt_8,post_42_cmt_9,post_42_cmt_10,post_42_cmt_11,post_42_cmt_12,post_42_cmt_13,post_42_cmt_14,post_42_cmt_15,post_42_cmt_16,post_42_cmt_17,post_42_cmt_18",Tin tức xã hội
43,Nhà vô địch C1 Nuno Mendes gỡ hòa cho BĐN,"post_43_cmt_2,post_43_cmt_3,post_43_cmt_4,post_43_cmt_5,post_43_cmt_6,post_43_cmt_7",Tin tức xã hội
44,1-0 cho TBN,"post_44_cmt_1,post_44_cmt_2,post_44_cmt_3,post_44_cmt_4,post_44_cmt_5,post_44_cmt_6,post_44_cmt_7,post_44_cmt_8,post_44_cmt_9,post_44_cmt_10",Tin tức xã hội
45,Đội hình xuất phát trong trận Chung kết UEFA Nations League! 🇵🇹🆚🇪🇸,"post_45_cmt_1,post_45_cmt_2,post_45_cmt_3,post_45_cmt_4,post_45_cmt_5,post_45_cmt_6",Tin tức xã hội
46,Bro thật sự khiến các tay chơi Ả Rập phải rút lui vì yêu cầu lương 🙏  - Lời đề nghị đầu tiên của Al Hilal: €30 triệu/năm - TỪ CHỐI. ❌ - Lời đề nghị thứ hai của Al Hilal: €35 triệu/năm - TỪ CHỐI. ❌ - Lời đề nghị thứ ba của Al Hilal: €45 triệu/năm - TỪ CHỐI. ❌,"post_46_cmt_1,post_46_cmt_2,post_46_cmt_3,post_46_cmt_4,post_46_cmt_5,post_46_cmt_6,post_46_cmt_7,post_46_cmt_8,post_46_cmt_9,post_46_cmt_10,post_46_cmt_11,post_46_cmt_12,post_46_cmt_13,post_46_cmt_14,post_46_cmt_15,post_46_cmt_16,post_46_cmt_17,post_46_cmt_18,post_46_cmt_19",Tin tức xã hội
47,"‼️ CHÍNH THỨC:  Bellingham về Dortmund.  Đấy là Jobe Bellingham, em ruột của Jude Bellingham đã hoàn tất việc chuyển đến BVB với mức phí 33+5 triệu Euro.","post_47_cmt_1,post_47_cmt_2,post_47_cmt_3,post_47_cmt_4,post_47_cmt_5,post_47_cmt_6,post_47_cmt_7,post_47_cmt_8,post_47_cmt_9,post_47_cmt_10,post_47_cmt_11,post_47_cmt_12",Tin tức xã hội
48,➖ Công cùn ➖ Thủ yếu và cũng không thèm thủ ➖ Hàng tiền vệ chỉ 1 người đá ➖ Đội hình trung bình ➖ Ter Ngáo gánh còng lưng  May cho Đức là tầm này họ vẫn chưa chính thức bước vào vòng loại World Cup 😌,"post_48_cmt_1,post_48_cmt_2,post_48_cmt_3,post_48_cmt_4,post_48_cmt_5,post_48_cmt_6,post_48_cmt_7,post_48_cmt_8,post_48_cmt_9,post_48_cmt_10,post_48_cmt_11,post_48_cmt_12,post_48_cmt_13,post_48_cmt_14,post_48_cmt_15,post_48_cmt_16,post_48_cmt_17,post_48_cmt_18,post_48_cmt_19,post_48_cmt_20,post_48_cmt_21,post_48_cmt_22,post_48_cmt_23,post_48_cmt_24,post_48_cmt_25,post_48_cmt_26,post_48_cmt_27,post_48_cmt_28,post_48_cmt_29,post_48_cmt_30,post_48_cmt_31,post_48_cmt_32,post_48_cmt_33,post_48_cmt_34",Tin tức xã hội
49,🥉 Tuyển Pháp giành Hạng Ba tại Nations League 🇫🇷  Xe tăng Đức đá không thèm thủ luôn mà 😂😂,"post_49_cmt_1,post_49_cmt_2,post_49_cmt_3,post_49_cmt_4,post_49_cmt_5,post_49_cmt_6,post_49_cmt_7",Tin tức xã hội
50,End game!,"post_50_cmt_1,post_50_cmt_2,post_50_cmt_3,post_50_cmt_4,post_50_cmt_5,post_50_cmt_6,post_50_cmt_7,post_50_cmt_8,post_50_cmt_9,post_50_cmt_10,post_50_cmt_11,post_50_cmt_12",
51,Mỗi ông 1 thẻ vàng xong buông ra lại var tiếp 🤣🤣,"post_51_cmt_1,post_51_cmt_2,post_51_cmt_4,post_51_cmt_5,post_51_cmt_6,post_51_cmt_7,post_51_cmt_8,post_51_cmt_9,post_51_cmt_10",Tin tức xã hội
52,Tài xác định đã có lỗi của Fullkrug  Bàn thắng không được tính cho Đức,"post_52_cmt_1,post_52_cmt_2,post_52_cmt_3,post_52_cmt_4,post_52_cmt_5,post_52_cmt_6",Tin tức xã hội
53,Đây rồi đẳng cấp siêu sao !!!  1-0 cho Pháp,"post_53_cmt_1,post_53_cmt_2,post_53_cmt_3,post_53_cmt_4,post_53_cmt_5,post_53_cmt_6,post_53_cmt_7,post_53_cmt_8,post_53_cmt_9,post_53_cmt_10,post_53_cmt_11,post_53_cmt_12,post_53_cmt_13,post_53_cmt_14,post_53_cmt_15,post_53_cmt_16,post_53_cmt_17,post_53_cmt_18,post_53_cmt_19",Thể thao
54,Ribery có thật sự xứng đáng nhận QBV hơn CR7 ở mùa 2013? 👀,"post_54_cmt_1,post_54_cmt_2,post_54_cmt_3,post_54_cmt_4,post_54_cmt_6,post_54_cmt_7,post_54_cmt_8,post_54_cmt_9,post_54_cmt_10,post_54_cmt_11,post_54_cmt_12,post_54_cmt_13,post_54_cmt_14,post_54_cmt_15,post_54_cmt_16,post_54_cmt_17,post_54_cmt_18,post_54_cmt_19,post_54_cmt_20,post_54_cmt_21,post_54_cmt_22,post_54_cmt_23,post_54_cmt_24,post_54_cmt_25,post_54_cmt_26,post_54_cmt_27,post_54_cmt_28,post_54_cmt_29,post_54_cmt_30,post_54_cmt_31,post_54_cmt_32,post_54_cmt_33,post_54_cmt_34,post_54_cmt_35,post_54_cmt_36,post_54_cmt_37,post_54_cmt_38,post_54_cmt_39,post_54_cmt_40,post_54_cmt_41,post_54_cmt_42,post_54_cmt_43,post_54_cmt_44,post_54_cmt_45,post_54_cmt_46,post_54_cmt_47,post_54_cmt_48,post_54_cmt_49,post_54_cmt_50",Thể thao
55,El Classico hạng nặng sắp ra mắt. ☠️🥶,"post_55_cmt_1,post_55_cmt_2,post_55_cmt_3,post_55_cmt_4,post_55_cmt_5,post_55_cmt_6,post_55_cmt_8,post_55_cmt_9,post_55_cmt_10,post_55_cmt_11,post_55_cmt_12,post_55_cmt_13,post_55_cmt_14,post_55_cmt_15,post_55_cmt_16,post_55_cmt_17,post_55_cmt_18,post_55_cmt_19,post_55_cmt_20,post_55_cmt_21,post_55_cmt_22,post_55_cmt_23,post_55_cmt_24,post_55_cmt_25,post_55_cmt_26,post_55_cmt_27,post_55_cmt_28,post_55_cmt_29,post_55_cmt_30,post_55_cmt_31,post_55_cmt_32,post_55_cmt_33",Thể thao
56,"📣 Phóng viên: “Việc đối đầu với Cristiano Ronaldo có ý nghĩa gì với bạn?”  🗣️ Lamine Yamal: “Tất nhiên, tất cả chúng tôi đều rất tôn trọng anh ấy. Ronaldo là một huyền thoại của bóng đá. Còn tôi, tôi sẽ làm điều mình cần làm – đó là giành chiến thắng.”  🇪🇸 Lamine Yamal sẽ lần đầu tiên chạm trán Cristiano Ronaldo – và đó là một trận chung kết.","post_56_cmt_1,post_56_cmt_2,post_56_cmt_3,post_56_cmt_4,post_56_cmt_5,post_56_cmt_6,post_56_cmt_7,post_56_cmt_8,post_56_cmt_9,post_56_cmt_10,post_56_cmt_11,post_56_cmt_12,post_56_cmt_13,post_56_cmt_14,post_56_cmt_15,post_56_cmt_16,post_56_cmt_17,post_56_cmt_18,post_56_cmt_19,post_56_cmt_20,post_56_cmt_21,post_56_cmt_22,post_56_cmt_23,post_56_cmt_24,post_56_cmt_25,post_56_cmt_26,post_56_cmt_27,post_56_cmt_28,post_56_cmt_29,post_56_cmt_30,post_56_cmt_31,post_56_cmt_32,post_56_cmt_33,post_56_cmt_34,post_56_cmt_35,post_56_cmt_36,post_56_cmt_37,post_56_cmt_38,post_56_cmt_39,post_56_cmt_40,post_56_cmt_41,post_56_cmt_42,post_56_cmt_43,post_56_cmt_44,post_56_cmt_45,post_56_cmt_46,post_56_cmt_47,post_56_cmt_48,post_56_cmt_49,post_56_cmt_50",Thể thao
57,Kylian Mbappe thua Lamine Yamal lần thứ 7 liên tiếp.,"post_57_cmt_1,post_57_cmt_2,post_57_cmt_3,post_57_cmt_4,post_57_cmt_5,post_57_cmt_6,post_57_cmt_7,post_57_cmt_8,post_57_cmt_9,post_57_cmt_10,post_57_cmt_11,post_57_cmt_12,post_57_cmt_13,post_57_cmt_14,post_57_cmt_15,post_57_cmt_16,post_57_cmt_17,post_57_cmt_18,post_57_cmt_19,post_57_cmt_20,post_57_cmt_21,post_57_cmt_22,post_57_cmt_23,post_57_cmt_24,post_57_cmt_25,post_57_cmt_26,post_57_cmt_27",Thể thao
58,Indonesia mở tỉ số sau quả pen gây khá nhiều tranh cãi!  1-0,"post_58_cmt_1,post_58_cmt_2,post_58_cmt_3,post_58_cmt_4,post_58_cmt_5,post_58_cmt_6,post_58_cmt_7,post_58_cmt_8,post_58_cmt_9,post_58_cmt_10,post_58_cmt_11,post_58_cmt_12,post_58_cmt_13,post_58_cmt_14,post_58_cmt_15,post_58_cmt_16,post_58_cmt_17,post_58_cmt_18,post_58_cmt_19,post_58_cmt_20,post_58_cmt_21,post_58_cmt_22,post_58_cmt_23,post_58_cmt_24,post_58_cmt_25,post_58_cmt_26",Thể thao
59,Úc đã hết bịp,"post_59_cmt_1,post_59_cmt_2,post_59_cmt_3,post_59_cmt_4,post_59_cmt_5,post_59_cmt_6,post_59_cmt_7,post_59_cmt_8,post_59_cmt_9,post_59_cmt_10,post_59_cmt_11,post_59_cmt_12,post_59_cmt_13,post_59_cmt_14,post_59_cmt_15,post_59_cmt_16,post_59_cmt_17,post_59_cmt_18,post_59_cmt_19,post_59_cmt_20",Social Slang
60,Làm sao để ngăn đội này vô địch Premier League mùa tới đây?,"post_60_cmt_1,post_60_cmt_2,post_60_cmt_3,post_60_cmt_4,post_60_cmt_5,post_60_cmt_6,post_60_cmt_7,post_60_cmt_8,post_60_cmt_9,post_60_cmt_10,post_60_cmt_11,post_60_cmt_12,post_60_cmt_13,post_60_cmt_14,post_60_cmt_15,post_60_cmt_16,post_60_cmt_17,post_60_cmt_18,post_60_cmt_19,post_60_cmt_20,post_60_cmt_21,post_60_cmt_22,post_60_cmt_23,post_60_cmt_24,post_60_cmt_25,post_60_cmt_26,post_60_cmt_27,post_60_cmt_28,post_60_cmt_29,post_60_cmt_30,post_60_cmt_31,post_60_cmt_32,post_60_cmt_33,post_60_cmt_34,post_60_cmt_35,post_60_cmt_36,post_60_cmt_37,post_60_cmt_38,post_60_cmt_39,post_60_cmt_40,post_60_cmt_41,post_60_cmt_42,post_60_cmt_43,post_60_cmt_44,post_60_cmt_45,post_60_cmt_46,post_60_cmt_47,post_60_cmt_48,post_60_cmt_49,post_60_cmt_50",Thể thao
61,"MỖI LẦN BỒ ĐÀO NHA VÀO BÁN KẾT, RONALDO ĐỀU GHI BÀN! 🤯🇵🇹  Bồ Đào Nha đã vào bán kết 4 lần trong lịch sử, và cả 4 lần đều có dấu ấn bàn thắng của Cristiano Ronaldo:  🇵🇹 Euro 2004 bán kết: 1 bàn thắng & 1 kiến tạo 🇵🇹 Euro 2016 bán kết: 1 bàn thắng & 1 kiến tạo 🇵🇹 Nations League 2019 bán kết: 3 bàn thắng 🇵🇹 Nations League 2025 bán kết: 1 bàn thắng","post_61_cmt_1,post_61_cmt_2,post_61_cmt_3,post_61_cmt_5,post_61_cmt_6,post_61_cmt_7,post_61_cmt_8,post_61_cmt_9,post_61_cmt_10,post_61_cmt_11,post_61_cmt_12,post_61_cmt_13,post_61_cmt_15,post_61_cmt_16,post_61_cmt_17,post_61_cmt_18,post_61_cmt_19,post_61_cmt_20,post_61_cmt_21,post_61_cmt_22,post_61_cmt_23,post_61_cmt_24,post_61_cmt_25,post_61_cmt_26,post_61_cmt_27,post_61_cmt_28,post_61_cmt_29,post_61_cmt_30,post_61_cmt_31,post_61_cmt_32,post_61_cmt_33,post_61_cmt_34,post_61_cmt_35,post_61_cmt_36,post_61_cmt_37,post_61_cmt_38,post_61_cmt_39,post_61_cmt_40,post_61_cmt_41,post_61_cmt_42,post_61_cmt_43,post_61_cmt_44,post_61_cmt_45,post_61_cmt_47,post_61_cmt_48",Thể thao
62,CR7 ghi bàn giúp Bồ Đào Nha lần đầu tiên thắng Đức sau 25 năm để tiến vào chung kết UEFA Nations League! 🔥🐐🇵🇹,"post_62_cmt_1,post_62_cmt_2,post_62_cmt_3,post_62_cmt_4,post_62_cmt_5,post_62_cmt_6,post_62_cmt_7,post_62_cmt_8,post_62_cmt_9,post_62_cmt_10,post_62_cmt_11,post_62_cmt_12,post_62_cmt_13,post_62_cmt_14,post_62_cmt_15,post_62_cmt_16,post_62_cmt_17,post_62_cmt_18,post_62_cmt_19,post_62_cmt_20,post_62_cmt_21,post_62_cmt_22,post_62_cmt_23,post_62_cmt_24,post_62_cmt_25,post_62_cmt_26,post_62_cmt_27,post_62_cmt_28,post_62_cmt_29,post_62_cmt_30,post_62_cmt_31,post_62_cmt_32,post_62_cmt_33,post_62_cmt_34,post_62_cmt_35,post_62_cmt_36,post_62_cmt_37,post_62_cmt_38,post_62_cmt_39,post_62_cmt_40,post_62_cmt_41,post_62_cmt_42,post_62_cmt_43,post_62_cmt_44,post_62_cmt_45,post_62_cmt_46,post_62_cmt_47,post_62_cmt_48,post_62_cmt_49,post_62_cmt_50",Thể thao
63,SIUUUUUUUUUUUUUUUUUUU,"post_63_cmt_1,post_63_cmt_2,post_63_cmt_3,post_63_cmt_4,post_63_cmt_5,post_63_cmt_6,post_63_cmt_7,post_63_cmt_8,post_63_cmt_9,post_63_cmt_10,post_63_cmt_11,post_63_cmt_12,post_63_cmt_13,post_63_cmt_14,post_63_cmt_15,post_63_cmt_16,post_63_cmt_17,post_63_cmt_18,post_63_cmt_19,post_63_cmt_20,post_63_cmt_21,post_63_cmt_22,post_63_cmt_23,post_63_cmt_24,post_63_cmt_25,post_63_cmt_26,post_63_cmt_27,post_63_cmt_28,post_63_cmt_29,post_63_cmt_30,post_63_cmt_31,post_63_cmt_32,post_63_cmt_33,post_63_cmt_34,post_63_cmt_35,post_63_cmt_36,post_63_cmt_37,post_63_cmt_38,post_63_cmt_39,post_63_cmt_40,post_63_cmt_41,post_63_cmt_42",Thể thao
64,Sút quả tởm vl  1-1,"post_64_cmt_1,post_64_cmt_2,post_64_cmt_3,post_64_cmt_4,post_64_cmt_5,post_64_cmt_6,post_64_cmt_7,post_64_cmt_8,post_64_cmt_9,post_64_cmt_10,post_64_cmt_11,post_64_cmt_12,post_64_cmt_13",Tin tức xã hội
65,Florian Wirtzzzz  1 nháy cho Đức  Kimmich chuyền quả điêng vl,"post_65_cmt_1,post_65_cmt_2,post_65_cmt_3,post_65_cmt_4,post_65_cmt_5,post_65_cmt_6,post_65_cmt_7,post_65_cmt_8,post_65_cmt_9,post_65_cmt_10,post_65_cmt_11,post_65_cmt_12,post_65_cmt_13,post_65_cmt_14",Tin tức xã hội
66,"❓ Thầy thích Ronaldo hay Messi?  🗣 Thầy Thích Khai Quảng: ""Mình không thích 2 cầu thủ đấy. Vì trước kia mình thích xem Manchester United và thần tượng của mình là Rooney.""  Thầy xem MU tới mức đi tu luôn mà 🙈","post_66_cmt_1,post_66_cmt_2,post_66_cmt_3,post_66_cmt_4,post_66_cmt_5,post_66_cmt_6,post_66_cmt_7,post_66_cmt_8,post_66_cmt_9,post_66_cmt_10,post_66_cmt_11,post_66_cmt_12,post_66_cmt_13,post_66_cmt_14,post_66_cmt_15,post_66_cmt_16,post_66_cmt_17,post_66_cmt_18,post_66_cmt_19,post_66_cmt_20,post_66_cmt_21,post_66_cmt_22,post_66_cmt_23,post_66_cmt_24,post_66_cmt_25,post_66_cmt_26,post_66_cmt_27,post_66_cmt_28,post_66_cmt_29,post_66_cmt_30,post_66_cmt_31,post_66_cmt_32,post_66_cmt_33,post_66_cmt_34,post_66_cmt_35,post_66_cmt_36,post_66_cmt_37,post_66_cmt_38,post_66_cmt_39,post_66_cmt_40,post_66_cmt_41,post_66_cmt_42,post_66_cmt_43,post_66_cmt_44,post_66_cmt_45,post_66_cmt_46,post_66_cmt_47,post_66_cmt_48,post_66_cmt_49,post_66_cmt_50",Tin tức xã hội
67,"✅ MODRIĆ SẮP GIA NHẬP AC MILAN!  🆕 Luka Modrić sẽ ký hợp đồng 1 năm với AC Milan, kèm điều khoản gia hạn thêm 1 mùa. Mức lương dự kiến khoảng 3,5 triệu euro/năm.  🖤❤ Tiền vệ người Croatia đã đồng ý với đề nghị từ Milan và đội bóng nước Ý kỳ vọng sẽ hoàn tất thương vụ này trong vài giờ tới.  🗞️ (Theo La Gazzetta)","post_67_cmt_1,post_67_cmt_2,post_67_cmt_3,post_67_cmt_4,post_67_cmt_5,post_67_cmt_6,post_67_cmt_8,post_67_cmt_9,post_67_cmt_10,post_67_cmt_11,post_67_cmt_12,post_67_cmt_13,post_67_cmt_14,post_67_cmt_15,post_67_cmt_16,post_67_cmt_17,post_67_cmt_18,post_67_cmt_19,post_67_cmt_20,post_67_cmt_21,post_67_cmt_22,post_67_cmt_23,post_67_cmt_24,post_67_cmt_25,post_67_cmt_26,post_67_cmt_27,post_67_cmt_28,post_67_cmt_29,post_67_cmt_30,post_67_cmt_31,post_67_cmt_32,post_67_cmt_33,post_67_cmt_34,post_67_cmt_35,post_67_cmt_36,post_67_cmt_37,post_67_cmt_38,post_67_cmt_39,post_67_cmt_40,post_67_cmt_41,post_67_cmt_42,post_67_cmt_43,post_67_cmt_44,post_67_cmt_45,post_67_cmt_46",Tin tức xã hội
68,1 ông fan thắc mắc tại sao gia nhập Chelsea mà lại ôm cúp Arsenal. 🤣,"post_68_cmt_1,post_68_cmt_2,post_68_cmt_3,post_68_cmt_4,post_68_cmt_5,post_68_cmt_6,post_68_cmt_7,post_68_cmt_8,post_68_cmt_9,post_68_cmt_10,post_68_cmt_11,post_68_cmt_12,post_68_cmt_13,post_68_cmt_14,post_68_cmt_15,post_68_cmt_16,post_68_cmt_17,post_68_cmt_18,post_68_cmt_19,post_68_cmt_20,post_68_cmt_21,post_68_cmt_22,post_68_cmt_23,post_68_cmt_24,post_68_cmt_25,post_68_cmt_26,post_68_cmt_27,post_68_cmt_28,post_68_cmt_29,post_68_cmt_31,post_68_cmt_32,post_68_cmt_33,post_68_cmt_34,post_68_cmt_35,post_68_cmt_36,post_68_cmt_37,post_68_cmt_38,post_68_cmt_39,post_68_cmt_40,post_68_cmt_41,post_68_cmt_42,post_68_cmt_43,post_68_cmt_44,post_68_cmt_45,post_68_cmt_46,post_68_cmt_47,post_68_cmt_48,post_68_cmt_49,post_68_cmt_50",Tin tức xã hội
69,🚨 Chính phủ Vương quốc Anh đã dọa sẽ đưa Roman Abramovich ra tòa nếu ông không đồng ý chuyển giao 2.5 tỷ bảng Anh từ việc bán CLB Chelsea cho Zelensky để hỗ trợ nhân đạo tại Ukraine. 🤡,"post_69_cmt_1,post_69_cmt_2,post_69_cmt_3,post_69_cmt_4,post_69_cmt_5,post_69_cmt_6,post_69_cmt_7,post_69_cmt_8,post_69_cmt_9,post_69_cmt_10,post_69_cmt_11,post_69_cmt_12,post_69_cmt_13,post_69_cmt_14,post_69_cmt_15,post_69_cmt_16,post_69_cmt_17,post_69_cmt_18,post_69_cmt_19,post_69_cmt_20,post_69_cmt_21,post_69_cmt_22,post_69_cmt_23,post_69_cmt_24,post_69_cmt_25,post_69_cmt_26,post_69_cmt_27,post_69_cmt_28,post_69_cmt_29,post_69_cmt_30,post_69_cmt_31,post_69_cmt_32,post_69_cmt_33,post_69_cmt_34,post_69_cmt_35,post_69_cmt_36,post_69_cmt_37,post_69_cmt_38,post_69_cmt_39,post_69_cmt_40,post_69_cmt_41,post_69_cmt_42,post_69_cmt_43,post_69_cmt_44,post_69_cmt_45,post_69_cmt_46,post_69_cmt_47,post_69_cmt_48,post_69_cmt_49,post_69_cmt_50",Tin tức xã hội
70,"2 thằng 2 bên, hôm nay mỗi thằng cảm ơn cha 2 nháy để cha gần với vé xuống hạng Nhất hơn 🐧  Bình Định 1-5 CAHN","post_70_cmt_1,post_70_cmt_2,post_70_cmt_3,post_70_cmt_4,post_70_cmt_5,post_70_cmt_6,post_70_cmt_7,post_70_cmt_8,post_70_cmt_9,post_70_cmt_10,post_70_cmt_11,post_70_cmt_12,post_70_cmt_13,post_70_cmt_14,post_70_cmt_15,post_70_cmt_16,post_70_cmt_17,post_70_cmt_18,post_70_cmt_19,post_70_cmt_20,post_70_cmt_21,post_70_cmt_22,post_70_cmt_24,post_70_cmt_25,post_70_cmt_26,post_70_cmt_27,post_70_cmt_28,post_70_cmt_29,post_70_cmt_30,post_70_cmt_31,post_70_cmt_32,post_70_cmt_33,post_70_cmt_34",Tin tức xã hội
71,"🗣️ Nasser Al-Khelaifi (Chủ tịch PSG):   🔹""Tôi rất tự hào về đội bóng này, nhưng cũng muốn chân thành cảm ơn những cầu thủ đầu tiên mà chúng tôi chiêu mộ. Javier Pastore, Thiago Silva, Zlatan, Cavani, Thiago Motta, Di Maria và cả Neymar, Messi, Mbappé…   🔹Những gì họ đã làm cho câu lạc bộ, tôi sẽ không bao giờ quên. Họ là một phần của thành công này.""","post_71_cmt_1,post_71_cmt_2,post_71_cmt_3,post_71_cmt_4,post_71_cmt_5,post_71_cmt_6,post_71_cmt_7,post_71_cmt_8,post_71_cmt_9,post_71_cmt_10,post_71_cmt_11,post_71_cmt_12,post_71_cmt_13,post_71_cmt_14,post_71_cmt_15,post_71_cmt_16,post_71_cmt_17,post_71_cmt_18,post_71_cmt_19,post_71_cmt_20,post_71_cmt_21,post_71_cmt_22,post_71_cmt_23,post_71_cmt_24,post_71_cmt_25,post_71_cmt_26,post_71_cmt_27,post_71_cmt_28,post_71_cmt_29,post_71_cmt_30,post_71_cmt_31,post_71_cmt_32,post_71_cmt_33",Tin tức xã hội
72,‼️ Công Phượng chia tay ĐTVN vì chấn thương bàn chân không kịp bình phục cho trận đấu gặp Malaysia. ❌,"post_72_cmt_1,post_72_cmt_3,post_72_cmt_4,post_72_cmt_5",Tin tức xã hội
